學年期,系所名稱,系號-序號課程碼-分班碼屬性碼,年級班別組別,類別,"科目名稱(連結課程地圖)             備註 
             限選條件",學分選必修,教師姓名*:主負責老師,已選課人數/餘額,時間/教室,課綱/Moodle,Syllabus Link
0110-2,統計系 STAT,H2-153  H240900  [STAT4013],4,講義,統計實務,3  選修,楊明宗,23/27,[2]2~4 統計系館 62113,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=H240900&class_code=
0110-2,統計系 STAT,H2-154  H140700  [ACC4005],4,講義,管理決策會計,3  選修,李政勳,34/06,[1]6~8 會計系館 63101,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=H140700&class_code=
0110-2,統計系 STAT,H2-155  H132000  [ACC3009],4,講義,財務管理,3  選修,黃炳勳,35/010,[2]6~8 會計系館 63404,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=H132000&class_code=
0110-2,統計系 STAT,H2-156  H432700  [BA3318],4,講義,創新管理,3  選修,周信輝,50/額滿,[1]6~8 企管系館 62453,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0110&sem=2&co_no=H432700&class_code=
0111-1,統計系 STAT,A718310-Zh  [CL1078],1,大學國文,大學國文（一）,2  必修,,0/請參0考備註,[1]7~8,Moodle,
0111-1,統計系 STAT,A119110-Zk  [FLC6004],1,講義,外國語言（一）,2  必修,,00/請參考備註,[2]5~6,Moodle,
0111-1,統計系 STAT,H2-005  H211610  [STAT1007],1,講義,統計學（一）,3  必修,溫敏杰,107/額滿,[1]2~3 統計系館 62115[3]2 統計系館 62115,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H211610&class_code=
0111-1,統計系 STAT,H2-009  H210810  [STAT1003],1,講義,微積分（一）,3  必修,戴安順,73/8,[1]5~6 統計系館 62223[3]5 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H210810&class_code=
0111-1,統計系 STAT,H2-010  H210400  [STAT1011],1,講義,線性代數,3  必修,陳瑞彬,84/0額滿,[2]7 統計系館 62115[4]3~4 統計系館 62115,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H210400&class_code=
0111-1,統計系 STAT,H2-017  H211210  [STAT1005],1,講義,經濟學（一）,3  必修,伍弘歷,709/2,[4]5~7 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H211210&class_code=
0111-1,統計系 STAT,H2-019  H217910  [STAT0011],1,實習,服務學習（一）,0  必修,王婉倫,750/6,[2]N 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H217910&class_code=
0111-1,統計系 STAT,H200000-Z1  [STAT],1,講義,通識課程,2  必修,,0/請參0考備註,[5]1~2,Moodle,
0111-1,統計系 STAT,H2-022  A215500-45  [OPE0300],1,講義,體育（一）,0  必修,張方柔,60/40,[5]7~8,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=A215500&class_code=45
0111-1,統計系 STAT,H2-051  H222700  [STAT2006],2,講義,管理學,3  必修,許經明,81/額0滿,[2]7~9 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H222700&class_code=
0111-1,統計系 STAT,H2-055  H221100  [STAT2004],2,講義,程式設計,3  必選,李俊毅,609/1,[2]2 統計系館 62225[5]3~4 統計系館 62225,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H221100&class_code=
0111-1,統計系 STAT,H2-056  H220702  [STAT2019],2,講義,機率概論,3  選修,趙昌泰,82/2,[3]3~N 統計系館 62115,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H220702&class_code=
0111-1,統計系 STAT,H2-060  H230210  [STAT2008],2,講義,會計學（一）,3  必修,施坤宏,69/9,[1]7~9 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H230210&class_code=
0111-1,統計系 STAT,H2-062  H133600  [ACC3014],2,講義,固定收益型證券,3  選修,王澤世,56/額滿,[2]2~4 會計系館 63102,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H133600&class_code=
0111-1,統計系 STAT,H2-063  H212200  [STAT1021],2,講義,資料科學導論,3  選修,李政德,36/207,[3]6~8 統計系館 62113,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H212200&class_code=
0111-1,統計系 STAT,H200000-Z5  [STAT],2,講義,通識課程,2  必修,,0/請參考0備註,[4]7~8,Moodle,
0111-1,統計系 STAT,H200000-Z2  [STAT],2,講義,通識課程,2  必修,,0/0請參考備註,[2]5~6,Moodle,
0111-1,統計系 STAT,H210030-Z  [STAT],2,講義,體育（三）,0  必修,,0/0請參考備註,[4]5~6,Moodle,
0111-1,統計系 STAT,H2-101  H233500  [STAT3026],3,講義,數理統計（二）,3  必修,李國榮,90/4,[2]3~4 統計系館 62115[4]2 統計系館 62115,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H233500&class_code=
0111-1,統計系 STAT,H2-103  H236301  [STAT3016],3,講義,實驗設計,3  必修,李俊毅,66/07,[2]5 統計系館 62117[3]7~8 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H236301&class_code=
0111-1,統計系 STAT,H2-104  H230100  [STAT3003],3,講義,無母數統計,3  必修,張欣民,069/5,[5]2~4 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H230100&class_code=
0111-1,統計系 STAT,H2-105  H248100  [STAT3022],3,講義,時間數列分析,3  選修,盧馬汀,039/11,[3]2~4 統計系館 62119,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H248100&class_code=
0111-1,統計系 STAT,H2-111  H241200  [STAT4015],3,講義,統計模擬,3  選修,鄭順林,41/13,[1]6~8 統計系館 62225,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H241200&class_code=
0111-1,統計系 STAT,H200000-Z3  [STAT],3,講義,通識課程,2  必修,,0/請參考備註,[5]7~8,Moodle,
0111-1,統計系 STAT,H2-151  H240200  [STAT4008],4,講義,統計諮詢,3  必修,蘇佩芳,39/額0滿,[2]6~8 統計系館 62331,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H240200&class_code=
0111-1,統計系 STAT,H2-152  H240700  [STAT4009],4,講義,統計資料分析,3  必修,馬瀰嘉,320/1,[2]6~8 統計系館 62227,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H240700&class_code=
0111-1,統計系 STAT,H2-157  H242300  [STAT4028],4,講義,巨量資料分析,3  選修,李政德,24/21,[3]2~4 統計系館 62333,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H242300&class_code=
0111-1,統計系 STAT,H2-158  H244101  [STAT4021],4,實習,市場調查實務,1  必修,趙昌泰,31/32,[5]9~A 統計系館 62113,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H244101&class_code=
0111-1,統計系 STAT,H2-160  H243000  [STAT4018],4,講義,統計問題,3  選修,楊明宗,8/32,[2]2~4 統計系館 62113,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H243000&class_code=
0111-1,統計系 STAT,H2-161  H143700  [ACC4015],4,講義,公司治理與財務報導—國際會計與稅務專題研,3  選修,王金來,60/額滿,[5]2~4 會計系館 63104,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H143700&class_code=
0111-1,統計系 STAT,H2-162  H423200  [BA1204],4,講義,實用民商法律入門,3  選修,林佑鴻,063/額滿,[3]6~8 企管系館 62121,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=1&co_no=H423200&class_code=
0111-1,統計系 STAT,H200000-Z4  [STAT],4,講義,通識課程,2  必修,,0/請0參考備註,[5]1~2,Moodle,
0111-2,統計系 STAT,A718320-Zi  [CL1080],1,大學國文,大學國文（二）,2  必修,,0/請參考備註,[1]7~8,Moodle,
0111-2,統計系 STAT,A119120-Zl  [FLC1001],1,講義,外國語言（二）,2  必修,,0/請參考備註,[2]5~6,Moodle,
0111-2,統計系 STAT,H200000-Z1  [STAT],1,講義,通識課程,2  必修,,0/請參考備註,[5]1~2,Moodle,
0111-2,統計系 STAT,H210020-Z  [STAT],1,講義,體育（二）,0  必修,,00/請參考備註,[5]7~8,Moodle,
0111-2,統計系 STAT,H2-006  H211620  [STAT1008],1,講義,統計學（二）,3  必修,溫敏杰,097/2,[1]2~3 統計系館 62115[3]2 統計系館 62115,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H211620&class_code=
0111-2,統計系 STAT,H2-007  H210301  [STAT1001],1,講義,計算機概論,3  必修,李政德,906/額滿,[2]1 統計系館 62225[4]3~4 統計系館 62225,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H210301&class_code=
0111-2,統計系 STAT,H2-010  H210820  [STAT1004],1,講義,微積分（二）,3  必修,戴安順,650/6,[1]5~6 統計系館 62223[3]5 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H210820&class_code=
0111-2,統計系 STAT,H2-015  H211220  [STAT1006],1,講義,經濟學（二）,3  必修,蔡群立,67/04,[4]5~7 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H211220&class_code=
0111-2,統計系 STAT,H2-016  H217920  [STAT0012],1,實習,服務學習（二）,0  必修,王義富,67/14,[2]N 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H217920&class_code=
0111-2,統計系 STAT,H2-052  H222300  [STAT2020],2,講義,數理統計（一）,3  必修,趙昌泰,89/5,[2]3~4 統計系館 62115[4]2 統計系館 62115,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H222300&class_code=
0111-2,統計系 STAT,H2-053  H231801  [STAT2013],2,講義,迴歸分析,3  必修,王義富,78/03,[3]7~9 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H231801&class_code=
0111-2,統計系 STAT,H2-054  H230420  [STAT2009],2,講義,會計學（二）,3  必修,施坤宏,68/07,[1]7~9 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H230420&class_code=
0111-2,統計系 STAT,H2-055  H221900  [STAT2005],2,講義,品質管制,3  選修,王義富,65/9,[2]6~8 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H221900&class_code=
0111-2,統計系 STAT,H2-056  H220401  [STAT2002],2,講義,抽樣調查,3  必修,趙昌泰,080/6,[2]2 統計系館 62115[5]2~3 統計系館 62115,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H220401&class_code=
0111-2,統計系 STAT,H2-057  H222800  [STAT2007],2,講義,統計軟體與繪圖,3  選修,李俊毅,53/額滿,[5]5~7 統計系館 62225,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H222800&class_code=
0111-2,統計系 STAT,H200000-Z5  [STAT],2,講義,通識課程,2  必修,,0/依照該類課程科目序號選課,[4]7~8,Moodle,
0111-2,統計系 STAT,H2-059  H232300  [STAT2014],2,講義,保險數學,3  選修,許秀麗,304/13,[3]2~4 統計系館 62113,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H232300&class_code=
0111-2,統計系 STAT,H210040-Z  [STAT],2,講義,體育（四）,0  必修,,0/請參0考備註,[4]5~6,Moodle,
0111-2,統計系 STAT,H2-062  H222600  [STAT2019],2,講義,生物統計,2  選修,王婉倫*蘇佩芳,29/3,未定,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H222600&class_code=
0111-2,統計系 STAT,H2-063  H223000  [STAT2020],2,講義,民意調查,2  選修,李俊毅,31/1,未定,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H223000&class_code=
0111-2,統計系 STAT,H2-103  H230500  [STAT3005],3,講義,多變量分析,3  必修,溫敏杰,73/03,[3]3~4 統計系館 62117[5]4 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H230500&class_code=
0111-2,統計系 STAT,H200000-Z3  [STAT],3,講義,通識課程,2  必修,,0/請參考備註,[5]7~8,Moodle,
0111-2,統計系 STAT,H2-117  H233000  [STAT3012],3,講義,類別資料分析,3  必修,馬瀰嘉,66/04,[2]6~8 統計系館 62223,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H233000&class_code=
0111-2,統計系 STAT,H2-119  H232000  [STAT3024],3,講義,機器學習,3  選修,陳瑞彬,43/17,[1]2~3 統計系館 62117[3]2 統計系館 62117,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H232000&class_code=
0111-2,統計系 STAT,H2-122  H233300  [STAT4007],3,講義,工業統計,3  選修,李宜真,36/14,[4]2~4 統計系館 62113,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H233300&class_code=
0111-2,統計系 STAT,H2-123  H222000  [STAT4001],3,講義,應用機率論,3  選修,張欣民,49/09,[1]6~8 統計系館 62113,課程大綱   Moodle,https://class-qry.acad.ncku.edu.tw/syllabus/syllabus.php?syear=0111&sem=2&co_no=H222000&class_code=
